id,vehicle_id,trip_id,curr_lat,curr_lon,prev_lat,prev_lon,heading,speed,curr_timestamp
353,1,,12.991553,77.53431,,,181.130005,0,2014-07-23 18:51:09
354,2,,12.991772,77.534385,,,57.689999,0,2014-07-23 18:51:43
355,1,,12.991792,77.534275,,,184.339996,0,2014-07-23 18:52:16
356,2,,12.991505,77.534367,,,163.809998,0,2014-07-23 18:52:43
357,1,,12.991562,77.53437,,,156.210007,0,2014-07-23 18:52:57
358,2,,12.991178,77.534552,,,356.899994,0,2014-07-23 18:55:39
359,1,,12.991178,77.534552,,,356.899994,0,2014-07-23 18:55:39
360,2,,12.833103,77.680527,,,188.270004,0,2014-07-24 01:58:48
361,1,,12.817888,77.67322,,,274.5,0,2014-07-24 01:59:42
362,2,,12.817847,77.673145,,,228.149994,1.995063,2014-07-24 02:00:14
363,1,,12.81765,77.672858,,,201.970001,0,2014-07-24 02:00:48
364,2,,12.81765,77.672858,,,201.970001,0,2014-07-24 02:01:20
365,1,,12.81765,77.672858,,,201.970001,0,2014-07-24 02:01:53
366,2,,12.81765,77.672858,,,201.970001,0,2014-07-24 02:02:27
367,1,,12.817752,77.672617,,,323.519989,3.084216,2014-07-24 02:02:57
368,2,,12.819295,77.672478,,,48.200001,13.474913,2014-07-24 02:03:27
369,1,,12.821333,77.674792,,,45.75,10.398418,2014-07-24 02:04:01
